agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
Chambers County Sheriff's Office,44,Sheriff's office,TX,Chambers,Anahuac,77514,48071
Chambers County Sheriff's Office,24,Sheriff's office,AL,Chambers,Lafayette,36862,1017
Chambersburg Borough Police Department,34,Local police department,PA,Franklin,Chambersburg,17201,42055
Chamblee Police Department,34,Local police department,GA,DeKalb,Chamblee,30341,13089
Champaign County Sheriff's Office,56,Sheriff's office,IL,Champaign,Urbana,61801,17019
Champaign County Sheriff's Office,21,Sheriff's office,OH,Champaign,Urbana,43078,39021
Champaign Police Dept,122,Local police department,IL,Champaign,Champaign,61820,17019
Champion Township Police Department,8,Local police department,OH,Trumbull,Warren,44481,39155
Champlin Police Department,26,Local police department,MN,Hennepin,Champlin,55316,27053
Chandler Police,6,Local police department,IN,Warrick,Chandler,47610,18173
Chandler Police Department,7,Local police department,OK,Lincoln,Chandler,74834,40081
Chandler Police Department,8,Local police department,TX,Henderson,Chandler,75758,48213
Chandler Police Department,333,Local police department,AZ,Maricopa,Chandler,85244,4013
Chandler-Gilbert Community College  - Safety,4,Special jurisdiction,AZ,Maricopa,Chandler,85225,4013
Channahon Police Dept,26,Local police department,IL,Will,Channahon,60410,17197
Chanute Police Department,22,Local police department,KS,Neosho,Chanute,66720,20133
Chapel Hill Police Department,5,Local police department,TN,Marshall,Chapel Hill,37034,47117
Chapel Hill Police Department,112,Local police department,NC,Orange,Chapel Hill,27514,37135
Chapin Police Department,6,Local police department,SC,Lexington,Chapin,29036,45063
Chapman Police Department,4,Local police department,KS,Dickinson,Chapman,67431,20041
Chapmanville Police Department,4,Local police department,WV,Logan,Chapmanville,25508,54045
Chardon Police Department,11,Local police department,OH,Geauga,Chardon,44024,39055
Chariton County Sheriff's Office,10,Sheriff's office,MO,Chariton,Keytesville,65261,29041
Chariton Police Department,6,Local police department,IA,Lucas,Chariton,50049,19117
Charlack Police Department,10,Local police department,MO,St. Louis,Charlack,63114,29189
Charleroi Borough Police Department,6,Local police department,PA,Washington,Charleroi,15022,42125
Charles City County Sheriff's Office,10,Sheriff's office,VA,Charles City,Charles City,23030,51036
Charles City Police Department,14,Local police department,IA,Floyd,Charles City,50616,19067
Charles County Sheriff's Office,289,Sheriff's office,MD,Charles,La Plata,20646,24017
Charles Mix County Sheriff's Office,4,Sheriff's office,SD,Charles Mix,Lake Andes,57356,46023
Charles Town Police Department,16,Local police department,WV,Jefferson,Charles Town,25414,54037
Charleston County Aviation Authority,29,Special jurisdiction,SC,Charleston,Charleston,29418,45019
Charleston County Sheriff's Office,259,Sheriff's office,SC,Charleston,Charleston,29405,45019
Charleston Police Department,11,Local police department,MO,Mississippi,Charleston,63834,29133
Charleston Police Department,10,Local police department,MS,Tallahatchie,Charleston,38921,28135
Charleston Police Department,3,Local police department,TN,Bradley,Charleston,37310,47011
Charleston Police Department,382,Local police department,SC,Charleston,Charleston,29403,45019
Charleston Police Department,182,Local police department,WV,Kanawha,Charleston,25330,54039
Charleston Police Department,4,Local police department,AR,Franklin,Charleston,72933,5047
Charleston Police Dept,33,Local police department,IL,Coles,Charleston,61920,17029
Charlestown Police,14,Local police department,IN,Clark,Charlestown,47111,18019
Charlestown Police Department,5,Local police department,NH,Sullivan,Charlestown,3603,33019
Charlestown Police Department,20,Local police department,RI,Washington,Charlestown,2813,44009
Charlevoix County Sheriff's Office,18,Sheriff's office,MI,Charlevoix,Charlevoix,49720,26029
Charlevoix Police Department,7,Local police department,MI,Charlevoix,Charlevoix,49720,26029
Charlotte - Mecklenburg Police Department,1672,Local police department,NC,Mecklenburg,Charlotte,28202,37119
Charlotte County Sheriff's Office,285,Sheriff's office,FL,Charlotte,Punta Gorda,33982,12015
Charlotte County Sheriff's Office,34,Sheriff's office,VA,Charlotte,Charlotte Court House,23923,51037
Charlotte Douglas International Airport Police,37,Special jurisdiction,NC,Mecklenburg,Charlotte,28219,37119
Charlotte Police Department,18,Local police department,MI,Eaton,Charlotte,48813,26045
Charlottesville (City) Sheriff's Office,10,Sheriff's office,VA,Charlottesville City,Charlottesville,22902,51540
Charlottesville Police Dept.,115,Local police department,VA,Charlottesville City,Charlottesville,22902,51540
Charlottesville-Albemarle Airport Police Dept.,7,Special jurisdiction,VA,Albemarle,Charlottesville,22911,51003
Charlton County Sheriff's Office,18,Sheriff's office,GA,Charlton,Folkston,31537,13049
Charlton Police Department,19,Local police department,MA,Worcester,Charlton,1507,25027
Chartiers Township Police Department,11,Local police department,PA,Washington,Houston,15342,42125
Chase City Police Department,9,Local police department,VA,Mecklenburg,Chase City,23924,51117
Chase County Sheriff's Office,4,Sheriff's office,NE,Chase,Imperial,69033,31029
Chase County Sheriff's Office,5,Sheriff's office,KS,Chase,Cottonwood Falls,66845,20017
Chase Police Department,1,Local police department,KS,Rice,Chase,67524,20159
Chaska Police Department,24,Local police department,MN,Carver,Chaska,55318,27019
Chataignier Police Department,-9,Local police department,LA,Evangeline,Chataignier,70524,22039
Chatfield Police Department,4,Local police department,MN,Fillmore,Chatfield,55923,27045
Chatham Borough Police,22,Local police department,NJ,Morris,Chatham,7928,34027
Chatham County Public Schools Campus Police,37,Special jurisdiction,GA,Chatham,Savannah,31401,13051
Chatham County Sheriff's Office,232,Sheriff's office,GA,Chatham,Savannah,31405,13051
Chatham County Sheriff's Office,75,Sheriff's office,NC,Chatham,Pittsboro,27312,37037
Chatham Police Department,4,Local police department,VA,Pittsylvania,Chatham,24,51143
Chatham Police Department,1,Local police department,LA,Jackson,Chatham,71226,22049
Chatham Police Department,20,Local police department,MA,Barnstable,Chatham,2633,25001
Chatham Police Dept,15,Local police department,IL,Sangamon,Chatham,62629,17167
Chatham Township Police,23,Local police department,NJ,Morris,Chatham,7928,34027
Chatham Village Police Department,3,Local police department,NY,Columbia,Chatham,12037,36021
Chatom Police Department,6,Local police department,AL,Washington,Chatom,36518,1129
Chatsworth Police Department,14,Local police department,GA,Murray,Chatsworth,30705,13213
Chattahoochee County Sheriff's Office,6,Sheriff's office,GA,Chattahoochee,Cusseta,31805,13053
Chattahoochee Police Department,9,Local police department,FL,Gadsden,Chattahoochee,32324,12039
Chattanooga Housing Police Department,6,Special jurisdiction,TN,Hamilton,Chattanooga,37401,47065
Chattanooga Metro Airport Police,10,Special jurisdiction,TN,Hamilton,Chattanooga,37421,47065
Chattanooga Police Department,434,Local police department,TN,Hamilton,Chattanooga,37406,47065
Chattanooga Police Department,1,Local police department,OK,Comanche,Chattanooga,73528,40031
Chattooga County Sheriff's Office,22,Sheriff's office,GA,Chattooga,Summerville,30747,13055
Chauncey Police Department,1,Local police department,GA,Dodge,Chauncey,31011,13091
Chautauqua County Sheriff's Office,3,Sheriff's office,KS,Chautauqua,Sedan,67,20019
Chautauqua County Sheriff's Office,73,Sheriff's office,NY,Chautauqua,Mayville,14757,36013
Chaves County Sheriff's Office,41,Sheriff's office,NM,Chaves,Roswell,88202,35005
Cheatham County Sheriff's Office,31,Sheriff's office,TN,Cheatham,Ashland City,37015,47021
Chebanse Police Dept,1,Local police department,IL,Iroquois,Chebanse,60922,17075
Cheboygan County Sheriff's Office,18,Sheriff's office,MI,Cheboygan,Cheboygan,49721,26031
Cheboygan Dept of Public Safety,9,Local police department,MI,Presque Isle,Cheboygan,49721,26141
Checotah Police Department,10,Local police department,OK,McIntosh,Checotah,74426,40091
Cheektowaga Town Police Department,129,Local police department,NY,Erie,Cheektowaga,14227,36029
Chehalis Police Department,18,Local police department,WA,Lewis,Chehalis,98532,53041
Chehalis Tribal Police,8,Local police department,WA,Grays Harbor,Oakville,98568,53027
Chelan County Sheriff's Office,68,Sheriff's office,WA,Chelan,Wenatchee,98807,53007
Chelmsford Police Department,50,Local police department,MA,Middlesex,Chelmsford,1824,25017
Chelsea Police Department,8,Local police department,MI,Washtenaw,Chelsea,48118,26161
Chelsea Police Department,3,Local police department,OK,Rogers,Chelsea,74016,40131
Chelsea Police Department,92,Local police department,MA,Suffolk,Chelsea,2150,25025
Cheltenham Township Police Department,-9,Local police department,PA,Montgomery,Elkins Park,19027,42091
Chemung County Sheriff's Office,44,Sheriff's office,NY,Chemung,Elmira,14901,36015
Chenango County Sheriff's Office,25,Sheriff's office,NY,Chenango,Norwich,13815,36017
Chenequa Police Department,8,Local police department,WI,Waukesha,Chenequa,53029,55133
Cheney Police Department,14,Local police department,WA,Spokane,Cheney,99004,53063
Cheney Police Department,4,Local police department,KS,Sedgwick,Cheney,67025,20173
Cheneyville Police Dept.,4,Local police department,LA,Rapides,Cheneyville,71325,22079
Chenoa Police Dept,4,Local police department,IL,McLean,Chenoa,61726,17113
Cheraw Police Department,22,Local police department,SC,Chesterfield,Cheraw,29520,45025
Cherokee County Board of Education Police,14,Special jurisdiction,GA,Cherokee,Canton,30114,13057
Cherokee County Constable Pct. 2,1,Constable/marshal,TX,Cherokee,Rusk,75785,48073
Cherokee County Constable Pct. 3,1,Constable/marshal,TX,Cherokee,Jacksonville,75766,48073
Cherokee County Constable Pct. 4,1,Constable/marshal,TX,Cherokee,New Summerfield,75780,48073
Cherokee County Marshal's Office,7,Constable/marshal,GA,Cherokee,Canton,30114,13057
Cherokee County Sheriff's Office,20,Sheriff's office,AL,Cherokee,Centre,35960,1019
Cherokee County Sheriff's Office,340,Sheriff's office,GA,Cherokee,Canton,30115,13057
Cherokee County Sheriff's Office,17,Sheriff's office,KS,Cherokee,Columbus,66725,20021
Cherokee County Sheriff's Office,48,Sheriff's office,SC,Cherokee,Gaffney,29340,45021
Cherokee County Sheriff's Office,22,Sheriff's office,OK,Cherokee,Tahlequah,74464,40021
Cherokee County Sheriff's Office,32,Sheriff's office,TX,Cherokee,Rusk,75785,48073
Cherokee County Sheriff's Office,6,Sheriff's office,IA,Cherokee,Cherokee,51012,19035
Cherokee County Sheriff's Office,26,Sheriff's office,NC,Cherokee,Murphy,28906,37039
Cherokee Nation Tribal Marshal Service,32,Local police department,OK,Cherokee,Tahlequah,74465,40021
Cherokee Police Department,1,Local police department,KS,Crawford,Cherokee,66724,20037
Cherokee Police Department,4,Local police department,AL,Colbert,Cherokee,35616,1033
Cherokee Police Department,2,Local police department,OK,Alfalfa,Cherokee,73728,40003
Cherokee Police Department,8,Local police department,IA,Cherokee,Cherokee,51012,19035
Cherokee Tribal Police Department,45,Local police department,NC,Swain,Cherokee,28719,37173
Cherokee Village Police Department,7,Local police department,AR,Sharp,Cherokee Village,72525,5135
Cherry County Sheriff's Office,5,Sheriff's office,NE,Cherry,Valentine,69201,31031
Cherry Hill Police,145,Local police department,NJ,Camden,Cherry Hill,8034,34007
Cherry Hill School District Police,5,Special jurisdiction,NJ,Camden,Cherry Hill,8034,34007
Cherry Hills Village Police Department,21,Local police department,CO,Arapahoe,Englewood,80113,8005
Cherry Hospital Police Dept,7,Special jurisdiction,NC,Wayne,Goldsboro,27530,37191
Cherry Valley Police Dept,14,Local police department,IL,Winnebago,Cherry Valley,61016,17201
Cherryvale Police Department,5,Local police department,KS,Montgomery,Cherryvale,67335,20125
Cherryville Police Department,18,Local police department,NC,Gaston,Cherryville,28021,37071
Chesaning Police Department,-9,Local police department,MI,Saginaw,Chesaning,48616,26145
Chesapeake (City) Sheriff's Office,358,Sheriff's office,VA,Chesapeake City,Chesapeake,23322,51550
Chesapeake Bay Bridge-Tunnel Police Dept,33,Special jurisdiction,VA,Northampton,Cape Charles,23310,51131
Chesapeake Police Department,376,Local police department,VA,Chesapeake City,Chesapeake,23322,51550
Chesapeake Police Department,1,Local police department,OH,Greene,Chesapeake,45619,39057
Chesapeake Police Department,4,Local police department,WV,Kanawha,Chesapeake,25315,54039
Cheshire County Sheriff's Office,10,Sheriff's office,NH,Cheshire,Keene,3431,33005
Cheshire Police Department,-9,Local police department,MA,Berkshire,Cheshire,1225,25003
Cheshire Police Department,49,Local police department,CT,New Haven,Cheshire,6410,9009
Chesilhurst Borough Police,10,Local police department,NJ,Camden,Chesilhurst,8089,34007
Chesnee Police Department,5,Local police department,SC,Spartanburg,Chesnee,29323,45083
Chester Borough Police,8,Local police department,NJ,Morris,Chester,7930,34027
Chester City Police Department,102,Local police department,PA,Delaware,Chester,19013,42045
Chester County Detectives,20,Special jurisdiction,PA,Chester,West Chester,19380,42029
Chester County Sheriff's Office,14,Sheriff's office,TN,Chester,Henderson,38340,47023
